Prov 1:1 [מִשְׁלֵי] [שְׁלֹמֹה] [בֶן] [דָּוִד] king [יִשְׂרָאֵל] | [KJV:] The proverbs of Solomon the son of David, king of Israel;
Prov 29:10 [אַנְשֵׁי] [דָמִים] [יִשְׂנְאוּ] [תָם] [וִישָׁרִים] [יְבַקְשׁוּ] [נְַשׁוֹ] | [KJV:] The bloodthirsty hate the upright: but the just seek his soul.
Prov 29:11 [כָּל] [רוּחוֹ] [יוֹצִיא] [כְִיל] [וְחָכָם] [בְּאָחוֹר] [יְשַׁבְּחֶנָּה] | [KJV:] A fool uttereth all his mind: but a wise man keepeth it in till afterwards.
Prov 29:12 [מֹשֵׁל] [מַקְשִׁיב] upon [דְּבַר] [שָׁקֶר] [כָּל] [מְשָׁרְתָיו] [רְשָׁעִים] | [KJV:] If a ruler hearken to lies, all his servants are wicked.
Prov 29:13 [רָשׁ] and a man [תְּכָכִים] [נְִגָּשׁוּ] [מֵאִיר] [עֵינֵי] [שְׁנֵיהֶם] YHWH/[the] LORD
Prov 29:14 king [שׁוֵֹט] [בֶּאֱמֶת] [דַּלִּים] [כְִּאוֹ] [לָעַד] [יִכּוֹן] | [KJV:] The king that faithfully judgeth the poor, his throne shall be established for ever.
Prov 29:15 [שֵׁבֶט] [וְתוֹכַחַת] [יִתֵּן] [חָכְמָה] [וְנַעַר] [מְשֻׁלָּח] [מֵבִישׁ] [אִמּוֹ] | [KJV:] The rod and reproof give wisdom: but a child left to himself bringeth his mother to shame.
Prov 29:16 [בִּרְבוֹת] [רְשָׁעִים] [יִרְבֶּה] [ָּשַׁע] [וְצַדִּיקִים] [בְּמַַּלְתָּם] [יִרְאוּ] | [KJV:] When the wicked are multiplied, transgression increaseth: but the righteous shall see their fall.
Prov 29:17 [יֵַּר] [בִּנְךָ] [וִינִיחֶךָ] [וְיִתֵּן] [מַעֲדַנִּים] [לְנְַשֶׁךָ] | [KJV:] Correct thy son, and he shall give thee rest; yea, he shall give delight unto thy soul.
Prov 29:18 [בְּאֵין] [חָזוֹן] [יִָּרַע] people [וְשֹׁמֵר] [תּוֹרָה] [אַשְׁרֵהוּ] | [KJV:] Where there is no vision, the people perish: but he that keepeth the law, happy is he.
Prov 29:19 [בִּדְבָרִים] not [יִוֶָּר] [עָבֶד] [כִּי] [יָבִין] [וְאֵין] [מַעֲנֶה] | [KJV:] A servant will not be corrected by words: for though he understand he will not answer.
Prov 29:20 [חָזִיתָ] man [אָץ] [בִּדְבָרָיו] [תִּקְוָה] [לִכְִיל] [מִמֶּנּוּ] | [KJV:] Seest thou a man that is hasty in his words? there is more hope of a fool than of him.
Prov 29:21 [מְַנֵּק] [מִנֹּעַר] [עַבְדּוֹ] [וְאַחֲרִיתוֹ] he will be [מָנוֹן] | [KJV:] He that delicately bringeth up his servant from a child shall have him become his son at the length.
Prov 29:22 man [אַף] [יְגָרֶה] [מָדוֹן] [וּבַעַל] [חֵמָה] many/much [ָּשַׁע] | [KJV:] An angry man stirreth up strife, and a furious man aboundeth in transgression.
Prov 29:23 [גַּאֲוַת] man/mankind [תַּשְִּׁילֶנּוּ] [וּשְַׁל] spirit/wind [יִתְמֹךְ] [כָּבוֹד] | [KJV:] A man's pride shall bring him low: but honour shall uphold the humble in spirit.
Prov 29:24 [חוֹלֵק] with [גַּנָּב] [שׂוֹנֵא] [נְַשׁוֹ] [אָלָה] [יִשְׁמַע] and not [יַגִּיד] | [KJV:] Whoso is partner with a thief hateth his own soul: he heareth cursing, and bewrayeth it not.
Prov 29:25 [חֶרְדַּת] man/mankind [יִתֵּן] [מוֹקֵשׁ] [וּבוֹטֵחַ] [בַּיהוָה] [יְשֻׂגָּב] | [KJV:] The fear of man bringeth a snare: but whoso putteth his trust in the Lord shall be safe.
Prov 29:26 [רַבִּים] [מְבַקְשִׁים] [ְּנֵי] [מוֹשֵׁל] [וּמֵיְהוָה] [מִשְַּׁט] man | [KJV:] Many seek the ruler's favour; but every man's judgment cometh from the Lord.
Prov 29:27 [תּוֹעֲבַת] [צַדִּיקִים] man [עָוֶל] [וְתוֹעֲבַת] [רָשָׁע] [יְשַׁר] [דָּרֶךְ] | [KJV:] An unjust man is an abomination to the just: and he that is upright in the way is abomination to the wicked.
Prov 30:1 [דִּבְרֵי] [אָגוּר] [בִּן] [יָקֶה] [הַמַּשָּׂא] [נְאֻם] [הַגֶּבֶר] [לְאִיתִיאֵל] [לְאִיתִיאֵל] [וְאֻכָל] | [KJV:] The words of Agur the son of Jakeh, even the prophecy: the man spake unto Ithiel, even unto Ithiel and Ucal,
Prov 30:2 [כִּי] [בַעַר] I [מֵאִישׁ] and not [בִינַת] man/mankind to me
Prov 30:3 and not [לָמַדְתִּי] [חָכְמָה] [וְדַעַת] [קְדֹשִׁים] [אֵדָע] | [KJV:] I neither learned wisdom, nor have the knowledge of the holy.
Prov 30:4 who [he] went up [שָׁמַיִם] [וַיֵּרַד] who [אַָף] spirit/wind [בְּחְָנָיו] who [צָרַר] water(s) [בַּשִּׂמְלָה] who [הֵקִים] [כָּל] [אְֵַי] earth what [שְּׁמוֹ] [וּמַה] [שֶּׁם] [בְּנוֹ] [כִּי] [תֵדָע] | [KJV:] Who hath ascended up into heaven, or descended? who hath gathered the wind in his fists? who hath bound the waters in a garment? who hath established all the ends of the earth? what is his name, and what is his son's name, if thou canst tell?
Prov 30:5 [כָּל] [אִמְרַת] [אֱלוֹהַּ] [צְרוָּה] shield he [לַחִֹים] in him/it | [KJV:] Every word of God is pure: he is a shield unto them that put their trust in him.
Prov 30:6 not [imperative] [תּוְֹףְּ] upon [דְּבָרָיו] [ֶּן] [יוֹכִיחַ] [בְּךָ] [וְנִכְזָבְתָּ] | [KJV:] Add thou not unto his words, lest he reprove thee, and thou be found a liar.
Prov 30:7 [שְׁתַּיִם] [שָׁאַלְתִּי] [מֵאִתָּךְ] not [imperative] [תִּמְנַע] [מִמֶּנִּי] [בְּטֶרֶם] [אָמוּת] | [KJV:] Two things have I required of thee; deny me them not before I die:
Prov 30:8 [שָׁוְא] [וּדְבַר] [כָּזָב] [הַרְחֵק] [מִמֶּנִּי] [רֵאשׁ] [וָעֹשֶׁר] not [imperative] [תִּתֶּן] to me [הַטְרִיֵנִי] bread [חֻקִּי] | [KJV:] Remove far from me vanity and lies: give me neither poverty nor riches; feed me with food convenient for me:
Prov 30:9 [ֶּן] [אֶשְׂבַּע] [וְכִחַשְׁתִּי] [וְאָמַרְתִּי] who YHWH/[the] LORD [וֶּן] [אִוָּרֵשׁ] [וְגָנַבְתִּי] [וְתַָשְׂתִּי] [שֵׁם] [אֱלֹהָי] | [KJV:] Lest I be full, and deny thee, and say, Who is the Lord? or lest I be poor, and steal, and take the name of my God in vain.
Prov 30:10 not [imperative] [תַּלְשֵׁן] servant to/toward [אֲדֹנוֹ] [ֶּן] [יְקַלֶּלְךָ] [וְאָשָׁמְתָּ] | [KJV:] Accuse not a servant unto his master, lest he curse thee, and thou be found guilty.
Prov 30:11 [דּוֹר] his father [יְקַלֵּל] and [with/acc] [אִמּוֹ] not [יְבָרֵךְ] | [KJV:] There is a generation that curseth their father, and doth not bless their mother.
Prov 30:12 [דּוֹר] pure [בְּעֵינָיו] [וּמִצֹּאָתוֹ] not [רֻחָץ] | [KJV:] There is a generation that are pure in their own eyes, and yet is not washed from their filthiness.
Prov 30:13 [דּוֹר] [מָה] [רָמוּ] [עֵינָיו] [וְעְַעַָּיו] [יִנָּשֵׂאוּ] | [KJV:] There is a generation, O how lofty are their eyes! and their eyelids are lifted up.
Prov 30:14 [דּוֹר] [חֲרָבוֹת] [שִׁנָּיו] [וּמַאֲכָלוֹת] [מְתַלְּעֹתָיו] [לֶאֱכֹל] [עֲנִיִּים] from [the] land [וְאֶבְיוֹנִים] [מֵאָדָם] | [KJV:] There is a generation, whose teeth are as swords, and their jaw teeth as knives, to devour the poor from off the earth, and the needy from among men.
Prov 30:15 [לַעֲלוּקָה] [שְׁתֵּי] [בָנוֹת] [הַב] [הַב] [שָׁלוֹשׁ] [הֵנָּה] not [תִשְׂבַּעְנָה] [אַרְבַּע] not [אָמְרוּ] [הוֹן] | [KJV:] The horseleach hath two daughters, crying, Give, give. There are three things that are never satisfied, yea, four things say not, It is enough:
Prov 30:16 [שְׁאוֹל] [וְעֹצֶר] [רָחַם] land not [שָׂבְעָה] [מַּיִם] [וְאֵשׁ] not [אָמְרָה] [הוֹן] | [KJV:] The grave; and the barren womb; the earth that is not filled with water; and the fire that saith not, It is enough.
Prov 30:17 [עַיִן] [תִּלְעַג] [לְאָב] [וְתָבוּז] [לִיקֲּהַת] mother [יִקְּרוּהָ] [עֹרְבֵי] inheritance [וְיֹאכְלוּהָ] sons of [נָשֶׁר] | [KJV:] The eye that mocketh at his father, and despiseth to obey his mother, the ravens of the valley shall pick it out, and the young eagles shall eat it.
Prov 30:18 [שְׁלֹשָׁה] [הֵמָּה] [נְִלְאוּ] [מִמֶּנִּי] [וְאַרְבָּעָ] not [יְדַעְתִּים] | [KJV:] There be three things which are too wonderful for me, yea, four which I know not:
Prov 30:19 [דֶּרֶךְ] [הַנֶּשֶׁר] [בַּשָּׁמַיִם] [דֶּרֶךְ] [נָחָשׁ] [עֲלֵי] rock [דֶּרֶךְ] [אֳנִיָּה] [בְלֶב] sea [וְדֶרֶךְ] [גֶּבֶר] [בְּעַלְמָה] | [KJV:] The way of an eagle in the air; the way of a serpent upon a rock; the way of a ship in the midst of the sea; and the way of a man with a maid.
Prov 30:20 [כֵּן] [דֶּרֶךְ] [אִשָּׁה] [מְנָאֶָת] [אָכְלָה] [וּמָחֲתָה] [ִיהָ] [וְאָמְרָה] not [ָעַלְתִּי] [אָוֶן] | [KJV:] Such is the way of an adulterous woman; she eateth, and wipeth her mouth, and saith, I have done no wickedness.
Prov 30:21 [תַּחַת] [שָׁלוֹשׁ] [רָגְזָה] land [וְתַחַת] [אַרְבַּע] not [תוּכַל] [שְׂאֵת] | [KJV:] For three things the earth is disquieted, and for four which it cannot bear:
Prov 30:22 [תַּחַת] servant [כִּי] [יִמְלוֹךְ] [וְנָבָל] [כִּי] [יִשְׂבַּע] [לָחֶם] | [KJV:] For a servant when he reigneth; and a fool when he is filled with meat;
Prov 30:23 [תַּחַת] [שְׂנוּאָה] [כִּי] [תִבָּעֵל] [וְשְִׁחָה] [כִּי] [תִירַשׁ] [גְּבִרְתָּהּ] | [KJV:] For an odious woman when she is married; and an handmaid that is heir to her mistress.
Prov 30:24 [אַרְבָּעָה] they [קְטַנֵּי] earth [וְהֵמָּה] [חֲכָמִים] [מְחֻכָּמִים] | [KJV:] There be four things which are little upon the earth, but they are exceeding wise:
Prov 30:25 [הַנְּמָלִים] people not [עָז] [וַיָּכִינוּ] [בַקַּיִץ] [לַחְמָם] | [KJV:] The ants are a people not strong, yet they prepare their meat in the summer;
Prov 30:26 [שְַׁנִּים] people not [עָצוּם] [וַיָּשִׂימוּ] [בֶַּלַע] [בֵּיתָם] | [KJV:] The conies are but a feeble folk, yet make they their houses in the rocks;
Prov 30:27 king [there is] no [לָאַרְבֶּה] [וַיֵּצֵא] [חֹצֵץ] [כֻּלּוֹ] | [KJV:] The locusts have no king, yet go they forth all of them by bands;
Prov 30:28 [שְׂמָמִית] [בְּיָדַיִם] [תְּתֵַּשׂ] [וְהִיא] [בְּהֵיכְלֵי] king | [KJV:] The spider taketh hold with her hands, and is in kings' palaces.
Prov 30:29 [שְׁלֹשָׁה] [הֵמָּה] [מֵיטִיבֵי] [צָעַד] [וְאַרְבָּעָה] [מֵיטִבֵי] [לָכֶת] | [KJV:] There be three things which go well, yea, four are comely in going:
Prov 30:30 [לַיִשׁ] [גִּבּוֹר] [בַּבְּהֵמָה] and not [יָשׁוּב] [מְִּנֵי] all | [KJV:] A lion which is strongest among beasts, and turneth not away for any;
Prov 30:31 [זַרְזִיר] [מָתְנַיִם] or [תָיִשׁ] [וּמֶלֶךְ] [אַלְקוּם] with him | [KJV:] A greyhound; an he goat also; and a king, against whom there is no rising up.
Prov 30:32 if [נָבַלְתָּ] [בְהִתְנַשֵּׂא] and if [זַמּוֹתָ] hand [לְֶה]
Prov 30:33 [כִּי] [מִיץ] [חָלָב] [יוֹצִיא] [חֶמְאָה] [וּמִיץ] [אַף] [יוֹצִיא] [דָם] [וּמִיץ] [אַַּיִם] [יוֹצִיא] [רִיב] | [KJV:] Surely the churning of milk bringeth forth butter, and the wringing of the nose bringeth forth blood: so the forcing of wrath bringeth forth strife.
Prov 31:1 [דִּבְרֵי] [לְמוּאֵל] king [מַשָּׂא] [אֲשֶׁר] [יְִּרַתּוּ] [אִמּוֹ] | [KJV:] The words of king Lemuel, the prophecy that his mother taught him.
Prov 31:2 what [בְּרִי] [וּמַה] [בַּר] [בִּטְנִי] [וּמֶה] [בַּר] [נְדָרָי] | [KJV:] What, my son? and what, the son of my womb? and what, the son of my vows?
Prov 31:3 not [imperative] [תִּתֵּן] [לַנָּשִׁים] [חֵילֶךָ] [וּדְרָכֶיךָ] [לַמְחוֹת] [מְלָכִין] | [KJV:] Give not thy strength unto women, nor thy ways to that which destroyeth kings.
Prov 31:4 not [imperative] [לַמְלָכִים] [לְמוֹאֵל] not [imperative] [לַמְלָכִים] [שְׁתוֹ] [יָיִן] [וּלְרוֹזְנִים] or [שֵׁכָר] | [KJV:] It is not for kings, O Lemuel, it is not for kings to drink wine; nor for princes strong drink:
Prov 31:5 [ֶּן] [יִשְׁתֶּה] [וְיִשְׁכַּח] [מְחֻקָּק] [וִישַׁנֶּה] [דִּין] [כָּל] [בְּנֵי] [עֹנִי] | [KJV:] Lest they drink, and forget the law, and pervert the judgment of any of the afflicted.
Prov 31:6 [תְּנוּ] [שֵׁכָר] [לְאוֹבֵד] [וְיַיִן] [לְמָרֵי] [נֶָשׁ] | [KJV:] Give strong drink unto him that is ready to perish, and wine unto those that be of heavy hearts.
Prov 31:7 [יִשְׁתֶּה] [וְיִשְׁכַּח] [רִישׁוֹ] [וַעֲמָלוֹ] not [יִזְכָּר] still/yet | [KJV:] Let him drink, and forget his poverty, and remember his misery no more.
Prov 31:8 [ְּתַח] [ִּיךָ] [לְאִלֵּם] to/toward [דִּין] [כָּל] [בְּנֵי] [חֲלוֹף] | [KJV:] Open thy mouth for the dumb in the cause of all such as are appointed to destruction.
Prov 31:9 [ְּתַח] [ִּיךָ] [שְָׁט] righteousness [וְדִין] poor [וְאֶבְיוֹן] | [KJV:] Open thy mouth, judge righteously, and plead the cause of the poor and needy.
Prov 31:10 [אֵשֶׁת] [חַיִל] who [יִמְצָא] [וְרָחֹק] [מְִּנִינִים] [מִכְרָהּ] | [KJV:] Who can find a virtuous woman? for her price is far above rubies.
Prov 31:11 [בָּטַח] [בָּהּ] heart [בַּעְלָהּ] [וְשָׁלָל] not [יֶחְָר] | [KJV:] The heart of her husband doth safely trust in her, so that he shall have no need of spoil.
Prov 31:12 [גְּמָלַתְהוּ] good and not [רָע] all [יְמֵי] [חַיֶּיה]
Prov 31:13 [דָּרְשָׁה] [צֶמֶר] [וִּשְׁתִּים] [וַתַּעַשׂ] [בְּחֵֶץ] [כֶַּּיהָ] | [KJV:] She seeketh wool, and flax, and worketh willingly with her hands.
Prov 31:14 [she] was [כָּאֳנִיּוֹת] [וֹחֵר] [מִמֶּרְחָק] [תָּבִיא] [לַחְמָהּ] | [KJV:] She is like the merchants' ships; she bringeth her food from afar.
Prov 31:15 [וַתָּקָם] [בְּעוֹד] night [וַתִּתֵּן] [טֶרֶף] [לְבֵיתָהּ] [וְחֹק] [לְנַעֲרֹתֶיהָ] | [KJV:] She riseth also while it is yet night, and giveth meat to her household, and a portion to her maidens.
Prov 31:16 [זָמְמָה] [שָׂדֶה] [וַתִּקָּחֵהוּ] [מְִּרִי] [כֶַּיהָ] [נְטַע] [כָּרֶם] | [KJV:] She considereth a field, and buyeth it: with the fruit of her hands she planteth a vineyard.
Prov 31:17 [חָגְרָה] [בְעוֹז] [מָתְנֶיהָ] [וַתְּאַמֵּץ] [זְרֹעוֹתֶיהָ] | [KJV:] She girdeth her loins with strength, and strengtheneth her arms.
Prov 31:18 [טָעֲמָה] [כִּי] good [ַחְרָהּ] not [יִכְבֶּה] [בַלַּיִל] [נֵרָהּ] | [KJV:] She perceiveth that her merchandise is good: her candle goeth not out by night.
Prov 31:19 [יָדֶיהָ] [שִׁלְּחָה] [בַכִּישׁוֹר] [וְכֶַּיהָ] [תָּמְכוּ] [ָלֶךְ] | [KJV:] She layeth her hands to the spindle, and her hands hold the distaff.
Prov 31:20 [כַָּּהּ] [ָּרְשָׂה] [לֶעָנִי] [וְיָדֶיהָ] [שִׁלְּחָה] [לָאֶבְיוֹן] | [KJV:] She stretcheth out her hand to the poor; yea, she reacheth forth her hands to the needy.
Prov 31:21 not [תִירָא] [לְבֵיתָהּ] [מִשָּׁלֶג] [כִּי] [כָל] [בֵּיתָהּ] [לָבֻשׁ] [שָׁנִים] | [KJV:] She is not afraid of the snow for her household: for all her household are clothed with scarlet.
Prov 31:22 [מַרְבַדִּים] [עָשְׂתָה] [לָּהּ] [שֵׁשׁ] [וְאַרְגָּמָן] [לְבוּשָׁהּ] | [KJV:] She maketh herself coverings of tapestry; her clothing is silk and purple.
Prov 31:23 [נוֹדָע] [בַּשְּׁעָרִים] [בַּעְלָהּ] [בְּשִׁבְתּוֹ] with [זִקְנֵי] earth | [KJV:] Her husband is known in the gates, when he sitteth among the elders of the land.
Prov 31:24 [ָדִין] [עָשְׂתָה] [וַתִּמְכֹּר] [וַחֲגוֹר] she gave [לַכְּנַעֲנִי] | [KJV:] She maketh fine linen, and selleth it; and delivereth girdles unto the merchant.
Prov 31:25 [עֹז] [וְהָדָר] [לְבוּשָׁהּ] [וַתִּשְׂחַק] [לְיוֹם] [אַחֲרוֹן] | [KJV:] Strength and honour are her clothing; and she shall rejoice in time to come.
